,Shareholders_Funds,Secured_Loans,Debt___Loan_Funds,Liabilities,Sundry_Debtors,Inventories,Cash_and_Bank_Balance,Current_Assets,Current_Liabilities,Sales_Turnover___Operating_Incom,Net_Sales,Income,Operating_Profit,Rating
1098,74.56,27.1,39.13,122.19,24.97,23.3,4.4,61.91,52.09,359.51,343.27,345.82,28.5,0
1099,68.38,29.65,50.34,126.6,26.4,29.86,3.03,70.21,46.85,287.63,275.84,276.59,19.15,0
1100,66.1,20.59,35.36,109.14,21.26,24.1,2.43,59.56,42.04,264.18,255.8,261.11,17.79,0
1101,61.38,41.29,45.84,107.22,17.32,20.01,4.15,63.42,39.45,245.62,238.79,241.55,22.72,0
1102,43.78,55.46,55.53,102.25,24.46,20.61,3.53,57.3,26.91,174.86,155.25,157.49,4.18,0
1103,48.0,58.12,59.2,108.6,26.21,16.75,3.46,58.16,17.91,146.73,129.65,131.18,7.31,0
1104,48.35,51.91,53.4,103.0,27.4,17.06,5.3,61.99,16.55,141.48,124.8,125.16,5.8,0
1105,41.66,36.74,39.94,82.49,32.79,14.0,15.7,73.36,20.76,145.54,130.79,131.59,10.52,0
1106,30.97,16.79,16.79,48.7,21.35,12.95,1.13,46.94,19.2,132.68,119.61,122.88,9.09,0
1107,25.13,10.39,10.39,35.52,16.27,8.23,3.05,36.29,15.31,111.88,102.53,103.18,8.5,0
1108,36.57,563.65,690.96,727.53,54.07,218.84,2.76,308.5,140.67,586.73,569.89,620.29,70.0,1
1109,47.6,596.76,675.24,722.84,34.21,195.8,4.26,278.93,133.66,588.87,574.02,527.96,18.07,1
1110,104.6,623.38,653.92,758.52,31.99,248.55,88.51,420.23,235.9,855.81,829.73,847.82,70.14,1
1111,131.27,464.27,584.56,715.83,60.19,236.28,7.75,348.86,212.34,862.15,841.22,931.12,124.99,1
1112,119.4,480.14,592.16,711.56,66.29,145.08,9.43,283.72,146.67,730.76,708.61,730.04,85.2,1
1113,121.17,414.57,499.91,621.08,31.54,131.27,18.09,257.41,93.04,635.59,615.39,601.42,34.07,1
1114,152.98,431.91,433.76,586.74,24.41,171.85,31.54,318.1,114.06,541.83,522.01,579.4,135.77,1
1115,368.04,360.29,424.59,816.02,18.52,38.25,25.44,341.26,151.34,212.56,212.56,226.38,82.65,1
1116,329.78,424.03,518.25,871.45,16.55,39.65,4.76,362.33,145.92,197.73,197.73,239.51,99.63,1
1117,279.6,530.57,582.38,882.98,23.74,41.63,3.18,357.96,137.88,187.63,187.63,233.47,91.91,1
1118,236.66,556.89,610.63,876.52,19.65,34.47,11.05,347.59,130.97,159.04,159.02,195.84,86.43,1
1119,208.12,567.84,616.3,837.43,22.47,43.18,64.6,196.16,175.88,168.34,168.26,252.26,110.78,1
1120,152.32,494.9,544.21,724.6,13.24,40.27,9.7,75.22,74.97,135.77,135.77,219.0,102.07,1
1121,97.2,414.79,427.03,524.23,10.71,26.86,7.72,461.78,112.96,130.67,130.67,164.47,44.81,1
1122,37.73,6.81,7.75,45.99,4.2,1.39,0.92,7.69,10.6,53.1,53.1,54.02,14.47,0
1123,33.99,13.53,14.84,50.06,2.07,1.92,0.95,6.09,8.18,48.48,48.48,49.03,11.71,0
1124,33.21,16.66,17.99,52.22,2.82,1.78,1.23,6.96,10.29,39.76,39.76,41.34,8.36,0
1125,32.24,13.59,14.3,47.5,3.11,1.36,1.35,7.67,7.49,38.68,38.68,39.79,8.92,0
1126,31.01,11.79,12.24,44.08,1.89,1.42,2.9,8.86,8.8,36.63,36.63,37.39,7.94,0
1127,30.06,6.61,7.32,37.99,2.59,1.19,2.0,7.08,7.72,34.29,34.29,36.0,5.55,0
1128,29.28,9.59,15.74,45.02,2.14,1.36,0.88,13.66,7.67,31.73,31.73,35.84,5.18,0
1129,122.0,50.31,54.13,176.68,77.91,54.12,5.3,247.27,110.35,396.02,389.05,354.98,26.09,0
1130,115.64,54.22,57.72,173.86,55.39,94.39,3.86,234.77,104.46,403.11,398.99,376.31,0.35,0
1131,127.07,47.76,52.76,180.27,58.13,120.35,5.58,242.39,103.19,536.09,531.77,572.61,10.47,0
1132,130.21,55.3,62.97,195.56,87.1,91.36,5.79,296.23,136.18,617.29,617.29,636.78,50.5,0
1133,106.15,53.02,61.49,169.8,36.85,91.58,13.32,246.99,112.36,553.97,553.97,524.26,62.28,0
1134,72.55,39.99,49.67,124.14,9.13,96.0,3.6,142.22,47.52,357.04,354.26,357.31,48.72,0
1135,39.53,54.81,62.56,102.09,7.66,83.47,5.62,115.84,45.29,131.88,130.94,195.13,17.97,0
1136,28.15,41.22,50.49,79.79,24.43,36.33,3.59,69.89,33.21,204.09,204.09,206.96,10.81,0
1137,27.96,40.56,50.12,79.69,23.35,33.61,3.03,65.85,32.07,207.83,207.82,215.71,10.24,0
1138,28.43,32.61,49.59,78.89,24.86,27.95,3.22,59.47,22.58,157.0,156.55,181.21,31.47,0
1139,-1.5,42.94,59.1,58.38,20.5,22.3,2.95,49.27,36.32,113.16,112.3,115.0,12.73,0
1140,-2.79,51.34,68.26,66.28,22.24,21.92,2.75,52.19,34.37,108.99,108.94,113.13,14.85,0
1141,-5.87,69.88,76.23,70.36,20.27,18.32,2.91,47.46,25.4,86.98,83.84,86.72,3.93,0
1142,4.33,0.0,0.17,4.5,1.17,0.0,0.04,1.22,1.27,0.0,0.0,0.0,-0.04,1
1143,4.36,0.0,0.26,4.62,1.18,0.0,0.04,1.22,1.27,0.0,0.0,0.01,-0.03,1
1144,4.39,0.0,0.26,4.65,1.18,0.0,0.06,1.24,1.27,0.0,0.0,0.0,0.0,1
1145,4.4,0.0,0.26,4.66,1.18,0.0,0.06,1.24,1.26,0.0,0.0,0.01,0.0,1
1146,4.4,0.0,0.26,4.66,1.18,0.0,0.06,1.24,1.26,1.31,1.31,1.32,-0.01,1
1147,4.41,0.0,0.26,4.67,1.43,0.0,0.06,1.49,1.46,5.61,5.61,5.61,-0.01,1
1148,4.43,0.0,0.17,4.6,1.17,0.0,0.35,3.99,1.25,4.37,4.37,4.21,-0.16,1
1149,2.27,26.94,27.76,35.76,7.25,17.45,1.56,29.27,17.61,23.22,22.77,22.96,-3.87,0
1150,9.15,38.72,39.42,52.34,10.41,25.7,6.02,47.18,16.64,33.54,32.61,35.85,3.43,0
1151,12.12,39.87,39.87,60.69,15.58,32.04,2.1,54.05,15.43,32.28,30.67,36.12,-2.43,0
1152,18.35,32.67,32.67,52.31,11.75,28.02,2.02,45.3,12.62,67.98,66.59,69.1,6.61,0
1153,18.2,24.58,26.88,48.65,9.96,30.5,1.1,45.34,17.75,60.92,58.94,62.26,7.11,0
1154,17.81,23.83,27.06,50.32,13.23,25.84,0.98,44.85,16.97,36.63,35.9,40.65,4.04,0
1155,18.25,25.95,26.45,44.7,8.54,17.26,0.57,30.53,9.21,29.51,29.38,30.18,2.03,0
1156,58.67,79.64,89.64,152.43,20.83,39.21,4.84,86.42,44.07,261.77,257.13,262.08,21.44,0
1157,59.18,73.22,84.28,147.84,13.32,34.47,4.5,78.18,39.18,239.76,234.55,256.55,27.34,0
1158,52.64,41.8,64.59,120.55,17.73,23.16,3.17,64.71,30.38,255.53,249.92,255.53,25.83,0
1159,48.04,48.58,69.32,120.58,11.1,23.09,4.93,60.08,26.16,211.29,204.3,204.0,21.74,0
1160,37.21,35.45,59.48,96.69,12.09,23.69,5.91,48.63,30.08,204.33,199.34,201.23,17.43,0
1161,36.93,43.27,60.68,97.61,6.78,37.62,5.41,60.28,36.37,191.99,188.16,193.03,18.93,0
1162,28.93,53.11,66.94,95.87,4.86,28.4,2.33,50.35,27.45,158.47,156.49,167.27,16.14,0
1163,7.36,0.0,30.97,39.99,0.0,15.43,0.27,15.7,0.28,0.51,0.51,0.78,0.07,0
1164,8.54,0.0,23.96,34.16,0.03,14.7,0.29,15.02,0.2,1.15,1.15,1.25,0.62,0
1165,8.59,0.0,22.82,33.28,0.19,13.72,0.19,14.1,0.28,1.2,1.2,1.29,0.56,0
1166,8.86,0.0,21.59,32.32,0.35,13.23,0.23,13.81,0.36,1.02,1.02,1.06,0.02,0
1167,-37.45,0.0,64.99,29.41,0.0,12.15,0.21,12.72,1.38,0.56,0.56,0.56,-0.2,0
1168,-32.91,0.0,58.53,25.62,4.14,2.68,0.18,21.33,4.28,0.01,0.01,0.64,-0.08,0
1169,114.82,125.85,151.92,268.15,17.39,96.05,4.7,126.22,85.7,412.89,403.44,396.59,42.03,0
1170,114.91,143.57,166.04,282.12,16.51,99.68,2.98,126.98,81.47,371.7,363.61,372.32,40.67,0
1171,115.11,137.59,172.05,287.92,15.37,86.73,1.13,110.92,53.51,328.59,321.14,337.29,44.9,0
1172,110.9,109.49,147.6,259.1,33.41,67.05,1.86,112.66,60.05,285.8,282.22,290.31,39.02,0
1173,43.21,108.94,141.4,185.01,23.88,55.89,1.12,88.08,29.42,236.5,236.18,233.39,27.38,0
1174,39.58,72.12,92.53,132.11,32.09,55.73,2.47,104.24,51.73,187.6,187.59,204.48,22.58,0
1175,149.57,47.86,54.36,206.26,20.39,60.63,19.58,114.59,35.24,370.86,358.57,363.65,41.66,0
1176,121.6,52.51,52.51,176.2,22.18,54.02,1.61,94.76,32.12,371.8,359.13,361.3,28.68,0
1177,115.43,52.76,52.76,169.93,22.29,51.78,1.03,86.72,36.9,297.23,289.24,296.19,9.76,0
1178,119.1,39.1,42.01,162.73,26.06,53.32,1.33,91.2,32.32,314.61,306.22,318.06,42.55,0
1179,106.97,36.4,36.4,144.46,17.52,43.25,1.38,71.77,28.76,249.88,245.81,247.14,21.86,0
1180,105.8,27.17,27.17,134.12,14.42,40.19,0.98,66.11,22.45,207.93,203.65,211.35,14.03,0
1181,107.83,0.26,0.26,108.09,11.93,29.02,3.99,58.15,21.18,194.18,190.39,195.78,39.79,0
1182,32.46,62.68,71.68,107.91,65.35,52.14,1.66,122.81,42.1,185.91,185.91,194.33,6.05,0
1183,41.69,64.05,66.4,111.93,65.73,46.4,1.98,116.48,33.99,185.73,185.73,198.82,16.18,0
1184,40.42,66.84,67.2,111.38,69.51,35.97,6.57,113.84,33.44,185.15,185.15,199.62,15.96,0
1185,37.36,43.58,46.07,88.6,47.79,25.75,4.66,89.83,32.52,167.37,167.37,173.09,16.84,0
1186,30.85,23.62,26.1,61.98,40.31,25.22,2.38,76.33,28.41,156.58,156.58,165.45,16.52,0
1187,23.65,15.2,17.64,46.39,25.24,20.58,0.62,54.75,22.23,91.24,91.24,105.05,12.25,0
1188,17.95,10.97,13.41,31.36,15.68,11.58,1.91,41.13,20.82,58.45,58.45,68.29,8.6,0
1189,10.9,7.51,7.51,18.52,9.11,8.28,2.08,22.83,6.9,29.35,29.3,31.07,1.76,0
1190,10.8,8.23,8.23,19.06,6.92,6.78,3.77,20.78,4.92,40.08,40.01,38.64,1.74,0
1191,10.68,5.98,5.98,17.04,5.16,8.69,1.93,19.17,5.3,26.72,26.69,28.36,1.53,0
1192,10.53,5.19,5.19,16.46,4.33,8.61,1.33,17.5,4.5,26.77,26.72,28.54,1.82,0
1193,10.38,4.92,5.38,16.03,5.24,5.71,1.61,16.31,3.95,26.92,26.92,29.32,1.25,0
1194,10.21,3.7,3.76,13.97,5.94,3.74,0.92,15.59,3.5,21.53,21.53,22.78,0.72,0
1195,-2.97,4.89,7.09,6.32,4.84,5.84,0.21,12.67,11.95,24.29,23.18,22.66,-4.06,0
1196,2.75,5.47,7.42,12.63,10.1,6.9,0.8,19.78,13.18,45.75,43.94,43.66,-2.42,0
1197,6.52,5.14,5.64,14.53,8.94,7.37,0.44,18.8,10.54,41.28,39.5,40.8,-0.02,0
1198,7.4,5.07,5.27,14.87,7.24,5.85,0.78,16.06,7.33,39.86,38.1,39.0,0.3,0
1199,8.26,6.3,6.5,16.53,6.62,5.18,3.08,16.44,6.54,46.17,44.16,45.3,3.57,0
1200,7.19,1.18,6.62,15.5,6.36,5.02,1.96,14.96,6.66,42.11,41.07,41.83,3.96,0
1201,5.76,4.27,4.47,10.23,6.55,4.57,0.32,13.15,8.81,35.96,35.3,34.07,2.67,0
1202,20.84,32.11,41.03,63.51,23.25,20.36,2.18,49.62,17.11,71.19,65.65,63.18,0.69,0
1203,28.0,34.33,42.96,72.35,28.12,25.49,2.51,60.7,20.86,92.08,86.35,93.25,8.28,0
1204,28.06,28.87,39.41,68.76,27.22,18.63,2.19,53.0,18.52,97.96,90.03,86.35,7.8,0
1205,27.99,27.78,40.54,69.85,24.33,22.82,2.25,52.47,19.72,95.43,86.93,92.12,9.74,0
1206,27.0,28.76,43.12,71.2,23.81,18.51,2.31,48.81,17.0,97.95,90.48,88.42,9.94,0
1207,25.88,28.87,41.85,69.0,23.16,22.55,2.25,51.6,19.34,96.56,88.82,92.54,13.12,0
1208,22.79,28.47,36.7,59.49,19.34,14.44,1.87,39.72,16.82,69.39,65.07,69.88,13.41,0
1209,628.5,20.0,99.5,735.97,181.68,304.75,5.27,515.55,66.39,945.96,942.66,912.47,225.65,0
1210,563.77,72.0,143.0,711.33,179.44,346.59,5.12,569.15,124.22,976.4,972.56,1024.96,237.97,0
1211,500.21,152.4,230.37,733.91,186.5,329.66,6.28,569.78,119.06,878.1,874.26,909.43,207.48,0
1212,442.85,131.98,168.7,615.15,159.38,274.92,3.43,471.54,109.61,806.26,802.53,848.43,196.75,0
1213,380.8,95.19,145.19,529.58,111.75,217.15,3.96,365.2,62.19,622.91,620.18,635.68,144.23,0
1214,339.42,20.6,55.6,397.28,80.68,176.61,10.46,287.58,48.24,547.58,545.55,557.02,133.62,0
1215,300.61,59.09,59.09,359.7,75.63,172.17,10.85,292.17,28.8,522.21,522.21,514.14,117.58,0
1216,76.96,11.28,27.61,107.5,22.56,78.15,0.71,106.79,20.09,121.96,115.04,127.15,18.29,0
1217,69.9,18.41,33.92,106.57,26.09,67.16,2.91,101.26,16.74,93.52,85.76,92.77,11.15,0
1218,65.5,28.19,33.19,99.06,21.47,60.38,11.2,99.49,15.19,112.87,105.28,92.2,12.35,0
1219,59.88,11.69,28.39,101.97,17.89,74.37,0.21,95.31,10.71,72.44,65.81,82.22,8.2,0
1220,57.34,11.37,23.77,81.74,18.3,58.48,0.23,77.93,13.0,75.42,69.56,123.83,7.09,0
1221,15.97,9.3,12.5,28.47,14.87,8.83,0.12,26.9,12.69,59.26,54.64,56.67,6.31,0
1222,62.29,39.52,43.08,105.46,33.68,40.37,4.38,90.25,31.34,210.03,189.53,190.39,16.98,0
1223,58.58,39.32,52.96,111.63,34.54,33.36,3.14,84.57,20.18,200.06,180.1,185.1,15.22,0
1224,57.06,27.08,47.25,104.41,26.57,30.2,0.86,67.13,13.1,185.78,167.36,166.11,16.15,0
1225,53.61,45.86,51.73,105.42,27.5,31.1,3.27,70.1,17.01,206.49,186.3,189.33,17.18,0
1226,49.65,59.23,61.64,111.36,26.54,33.81,5.53,73.43,14.9,188.87,173.16,178.79,19.62,0
1227,43.33,43.77,46.16,89.54,19.33,25.23,1.59,54.87,16.4,159.07,147.1,151.46,19.26,0
1228,34.94,34.33,34.47,69.41,15.79,17.91,1.99,46.97,12.47,137.37,128.6,128.99,16.99,0
1229,16.16,10.48,13.06,29.53,10.92,9.16,1.05,22.26,7.62,53.5,48.56,48.12,7.95,0
1230,13.34,12.36,14.94,28.53,8.81,10.84,1.39,22.61,8.39,50.68,46.29,48.27,6.7,0
1231,11.21,13.37,15.95,27.34,9.05,8.42,1.15,20.28,6.89,44.22,40.52,40.74,5.37,0
1232,9.86,14.1,16.68,26.7,7.18,8.84,1.07,20.47,8.13,34.02,30.89,31.7,3.33,0
1233,9.67,12.42,15.0,24.83,5.72,6.38,0.84,15.97,5.28,32.25,29.34,30.46,3.84,0
1234,8.08,5.24,7.18,15.39,4.44,6.63,0.89,16.59,4.14,30.11,27.39,27.83,3.49,0
1235,90.19,71.45,87.1,177.29,28.02,18.23,0.6,69.28,21.35,353.96,353.7,356.1,31.81,0
1236,77.31,98.32,113.57,190.88,36.23,21.85,0.66,83.37,23.58,376.94,365.41,379.9,38.56,0
1237,64.28,91.59,108.18,173.32,35.07,21.73,0.98,88.43,40.07,364.19,350.11,371.99,34.64,0
1238,56.72,112.91,129.0,186.19,39.39,16.04,0.64,79.25,26.23,283.72,269.47,291.62,28.66,0
1239,49.91,69.79,84.45,134.83,25.45,14.37,0.44,56.32,14.13,256.62,252.57,253.89,19.79,0
1240,43.66,76.25,91.72,135.85,17.61,32.94,1.58,65.74,20.99,243.94,243.92,259.9,43.96,0
1241,24.54,72.74,88.06,112.6,13.92,16.31,0.27,41.32,10.25,169.69,169.68,173.17,19.81,0
1242,37.98,28.51,34.95,74.72,20.38,19.23,3.27,47.97,16.03,188.07,167.97,168.9,10.82,0
1243,37.0,25.53,34.04,72.34,19.59,19.37,3.95,48.19,19.82,194.38,173.84,177.75,11.87,0
1244,35.67,27.42,38.61,75.51,24.71,17.77,3.61,49.54,19.09,213.0,190.42,189.05,10.03,0
1245,36.31,31.87,45.17,82.55,23.33,22.53,3.97,51.63,16.54,199.44,178.1,180.55,11.95,0
1246,35.92,30.33,39.8,76.82,22.19,22.2,2.76,48.96,17.59,211.92,192.45,198.22,14.34,0
1247,32.37,36.35,37.4,70.29,24.44,19.05,2.64,47.86,22.14,179.61,163.12,169.74,10.9,0
1248,31.65,30.67,33.2,64.85,17.98,13.94,2.24,38.83,17.16,132.95,122.71,128.25,13.6,0
1249,10154.12,38213.28,49790.7,63951.04,0.0,0.0,2363.86,23174.31,4012.26,10241.66,10241.66,10245.26,6905.15,0
1250,9237.97,34703.8,44276.18,56072.0,0.0,0.0,4723.4,24726.78,3255.16,8637.05,8637.05,8644.73,6303.37,0
1251,8273.22,28110.94,35924.61,46438.29,0.0,0.0,7085.98,23963.58,2797.18,7880.2,7880.2,7888.26,5820.19,0
1252,7194.74,23868.33,31002.37,40629.44,0.0,0.0,6319.33,20891.33,3828.38,6552.51,6552.51,6563.59,4942.75,0
1253,5992.31,17805.72,23127.36,32325.59,0.0,0.0,5308.09,15735.28,3451.89,5883.17,5883.17,5893.88,4383.87,0
1254,4904.39,8626.01,19881.71,28149.69,0.0,0.0,3572.38,13459.94,3478.94,5393.31,5393.31,5401.05,4177.0,0
1255,3842.38,15172.48,18459.91,22302.29,0.0,0.0,4537.33,24958.38,4670.37,4492.81,4492.81,4495.89,3586.36,0
1256,9.7,34.06,36.38,46.86,4.48,11.09,0.44,19.57,9.85,101.81,101.81,102.92,2.87,1
1257,13.9,33.73,36.02,50.57,4.87,10.45,2.63,23.16,7.49,106.35,106.35,109.6,6.42,1
1258,14.13,21.38,22.71,37.41,6.66,9.94,1.47,22.49,21.3,112.93,112.93,114.2,7.81,1
1259,27.85,91.11,96.92,126.45,21.83,43.53,4.91,86.63,63.43,268.25,268.25,273.33,3.41,1
1260,43.4,81.95,85.85,131.17,19.07,55.68,5.48,93.94,49.1,270.73,270.73,267.86,9.48,1
1261,51.57,93.13,96.98,150.25,23.04,69.21,5.99,112.4,43.25,281.91,281.91,304.83,32.74,1
1262,35.43,85.44,89.46,124.89,15.37,40.43,5.64,78.18,30.97,187.19,187.19,189.59,19.2,1
1263,52.35,13.85,18.94,72.21,3.65,4.11,1.02,15.47,3.28,20.03,20.03,21.19,6.02,0
1264,51.58,15.28,20.37,73.54,1.64,0.81,16.81,25.73,1.2,18.91,18.91,19.06,5.52,0
1265,51.75,10.91,16.01,68.71,1.85,0.78,0.35,18.44,1.8,20.74,20.74,21.75,6.63,0
1266,50.73,15.97,18.93,70.01,3.38,0.85,0.71,18.79,1.85,21.71,21.71,21.83,6.24,0
1267,50.48,13.63,21.43,72.42,1.55,0.94,2.37,18.33,1.91,18.4,18.4,19.86,4.73,0
1268,50.9,7.36,11.58,63.12,3.35,0.66,0.37,14.03,2.33,18.42,18.42,18.99,3.17,0
1269,52.14,5.33,9.29,61.43,2.83,0.83,0.37,13.32,3.78,7.75,7.75,15.59,3.69,0
1270,81.09,27.46,27.46,111.31,22.82,91.66,0.23,116.91,35.89,346.73,337.55,365.87,22.04,0
1271,68.44,23.34,23.41,95.13,20.12,63.02,0.58,85.53,23.94,306.18,297.31,303.66,15.89,0
1272,58.86,22.77,23.05,84.78,18.7,56.72,0.71,98.43,19.55,274.0,266.12,273.83,21.01,0
1273,47.0,25.86,26.16,75.28,18.33,51.27,0.4,88.04,19.29,248.36,240.88,238.97,17.48,0
1274,37.48,28.29,28.6,67.76,16.54,55.2,0.53,95.19,32.49,229.79,222.86,241.43,13.97,0
1275,30.26,14.28,15.69,47.48,15.95,37.96,0.42,74.47,31.89,190.93,184.72,194.85,10.67,0
1276,24.51,10.12,12.19,36.7,13.08,25.66,0.48,49.89,17.59,149.64,144.64,150.07,10.3,0
1277,118.88,67.0,67.61,187.52,54.45,33.14,2.4,94.5,24.99,326.16,314.88,315.08,29.04,0
1278,112.47,66.56,67.22,181.1,50.48,30.05,1.86,89.75,27.99,350.95,339.47,347.59,30.7,0
1279,105.59,83.0,84.98,192.32,49.98,33.26,2.38,93.33,25.0,320.04,308.79,311.99,37.17,0
1280,97.26,88.03,90.28,188.8,47.99,32.34,1.91,88.51,26.7,283.7,273.9,281.34,34.25,0
1281,87.9,74.33,76.2,164.62,41.89,21.86,15.01,83.88,31.16,253.1,244.24,253.03,49.34,0
1282,67.3,36.06,40.32,108.15,30.96,15.1,3.36,53.1,17.51,191.58,185.56,191.56,33.19,0
1283,53.26,22.56,24.35,77.61,27.8,12.38,0.88,44.76,14.57,146.96,141.87,144.21,27.57,0
1284,10.09,9.85,10.49,20.58,5.32,4.69,0.24,11.73,7.09,56.01,51.23,49.88,5.5,0
1285,8.19,11.33,13.06,21.25,4.92,7.08,0.28,14.45,7.99,52.16,47.4,47.45,3.71,0
1286,7.25,4.96,6.96,14.21,4.93,6.26,0.67,12.98,8.38,50.31,45.61,45.63,3.57,0
1287,5.53,4.88,6.16,11.69,3.04,6.15,0.97,11.21,7.82,44.74,40.45,40.84,3.7,0
1288,4.36,6.98,7.96,12.32,3.35,5.43,0.94,10.59,7.32,37.16,34.59,35.05,3.48,0
1289,3.42,8.35,9.33,12.75,3.97,5.17,0.07,10.78,5.73,24.88,23.06,23.85,2.0,0
1290,2.87,7.06,7.6,10.47,3.3,4.07,0.12,8.47,4.19,20.43,19.32,19.13,1.93,0
1291,135.13,62.42,62.42,202.27,21.58,136.64,1.25,162.74,32.74,199.2,199.2,210.9,18.72,1
1292,134.83,62.28,62.28,202.22,20.01,129.77,3.54,156.66,30.47,221.3,221.3,223.76,20.05,1
1293,132.14,66.91,66.91,203.58,24.07,136.11,3.98,166.46,36.95,218.01,218.01,247.26,25.65,1
1294,123.97,71.75,71.79,199.69,22.82,128.16,2.27,159.04,28.03,163.89,163.89,179.24,24.24,1
1295,113.89,92.36,94.03,210.8,13.18,116.66,8.12,144.25,18.13,149.43,149.42,144.51,1.18,1
1296,127.08,88.65,90.37,219.69,13.87,132.39,7.96,162.94,23.67,175.87,175.83,189.37,22.28,1
1297,122.46,92.83,95.11,217.57,10.57,123.97,8.94,154.56,19.27,133.79,133.77,142.36,16.24,1
1298,10.61,6.8,9.62,20.64,4.38,2.58,0.86,16.99,2.23,37.88,34.04,35.47,1.75,0
1299,10.47,5.22,7.83,18.71,4.38,1.63,1.3,14.99,2.47,32.82,29.51,30.49,1.71,0
1300,10.35,4.84,9.99,20.79,5.6,2.27,0.75,15.16,2.72,32.75,29.64,29.87,1.87,0
1301,10.24,5.78,11.45,21.92,3.05,2.61,0.55,12.42,2.1,21.58,19.88,18.89,1.81,0
1302,10.25,0.0,9.75,20.0,4.03,6.98,0.02,12.59,3.59,42.13,38.92,38.8,1.32,0
1303,10.16,0.0,6.8,16.96,6.64,5.95,0.07,17.11,4.01,8.9,7.84,23.68,4.76,0
1304,148.9,214.1,286.35,443.8,78.07,120.47,4.02,240.38,63.23,752.02,750.3,748.5,71.1,1
1305,144.5,255.29,323.5,475.21,97.43,115.13,4.3,263.47,71.37,848.97,847.67,848.47,89.37,1
1306,136.73,286.62,350.97,492.82,80.32,168.44,4.21,295.59,100.0,874.46,868.02,889.41,112.53,1
1307,100.45,330.14,390.45,496.03,77.4,158.15,6.4,275.71,83.03,754.6,744.72,745.1,95.46,1
1308,82.92,375.04,397.99,484.95,52.81,125.93,3.93,216.51,51.53,716.99,712.15,685.47,4.03,1
1309,126.59,419.59,427.24,557.62,58.35,227.97,4.51,339.88,99.46,694.27,692.98,751.48,91.56,1
1310,108.31,382.84,386.71,495.02,52.63,144.47,4.77,242.1,90.78,483.02,481.99,512.58,66.82,1
1311,195.48,94.38,109.38,305.59,99.76,66.73,12.53,227.35,65.91,411.48,361.14,359.14,45.7,0
1312,107.95,96.6,96.85,208.14,77.9,66.08,9.04,185.18,65.06,315.21,283.3,287.09,36.46,0
1313,96.7,74.33,82.72,184.49,57.65,57.81,11.39,155.37,46.69,273.9,244.53,251.31,31.15,0
1314,90.06,59.32,72.35,168.89,61.08,53.05,10.46,147.57,51.43,257.44,228.73,233.3,29.86,0
1315,84.44,55.64,59.14,149.24,59.34,46.94,13.7,143.62,62.75,249.12,222.88,228.31,29.67,0
1316,78.1,56.78,57.38,138.86,51.98,38.86,10.35,120.59,43.26,199.39,180.65,190.35,26.48,0
1317,70.33,45.24,46.04,116.37,42.58,29.41,12.4,101.45,41.49,190.67,171.16,178.39,24.17,0
1318,-9.84,178.72,185.33,177.13,65.53,59.56,4.59,135.07,44.43,302.7,269.25,274.0,15.28,1
1319,23.73,167.16,173.78,199.14,80.56,60.83,5.79,154.15,61.34,356.6,317.56,331.2,12.46,1
1320,34.23,154.01,160.27,196.21,63.01,54.85,8.4,132.07,36.84,295.42,263.14,271.87,8.93,1
1321,34.23,108.65,113.06,149.24,53.11,40.61,5.17,104.49,33.67,293.52,261.36,258.26,1.38,1
1322,47.94,109.47,112.07,161.97,68.98,48.14,4.7,130.83,36.19,372.97,337.96,334.36,9.37,1
1323,57.75,103.17,105.78,165.27,77.14,50.52,4.1,138.61,33.2,382.62,346.94,360.17,30.31,1
1324,46.81,84.57,87.15,133.96,55.31,42.06,3.07,110.58,30.84,314.15,289.62,298.99,28.8,1
1325,190.47,65.35,65.35,255.82,14.4,328.49,2.76,417.47,209.84,56.0,56.0,52.0,8.88,0
1326,190.13,74.83,74.83,264.96,37.71,331.54,0.93,388.65,156.7,64.17,64.17,62.39,-21.81,0
1327,209.28,2.44,2.44,211.72,28.46,333.45,3.77,378.05,187.27,28.05,28.05,28.44,7.48,0
1328,201.42,5.8,5.8,207.22,24.67,340.12,5.21,383.25,192.67,28.77,28.77,31.6,10.15,0
1329,195.4,45.65,53.68,249.08,35.15,337.2,5.33,411.62,165.75,28.75,28.75,32.63,8.94,0
1330,8.95,16.39,19.91,29.13,2.39,6.95,0.12,17.71,9.52,47.8,47.8,51.24,7.98,0
1331,6.05,16.11,18.43,24.71,0.9,2.08,0.3,9.21,2.89,28.0,28.0,28.7,2.92,0
1332,6.61,7.94,9.06,15.89,1.51,6.12,0.46,10.29,4.89,32.96,32.96,33.4,6.0,0
1333,3.96,5.54,6.3,10.26,1.17,2.82,0.15,6.01,3.27,19.66,19.66,20.74,4.17,0
1334,37.4,36.34,36.62,74.18,14.15,38.13,4.13,61.34,13.08,101.76,92.29,94.11,9.75,0
1335,36.53,38.83,39.12,75.81,14.93,36.18,8.84,64.5,17.32,96.39,86.69,89.94,11.08,0
1336,35.8,28.42,32.58,68.52,13.89,35.93,7.96,61.11,18.38,100.97,92.64,93.13,15.08,0
1337,32.17,40.63,46.09,78.42,11.75,34.5,16.3,65.79,15.2,94.87,87.01,84.75,12.24,0
1338,30.33,47.04,47.75,78.08,12.15,36.11,12.18,64.53,15.03,89.73,84.21,81.63,16.48,0
